symbol,asset_id,event_time,price_usd,open_price_usd,min_price_usd_24h,max_price_usd_24h,volume_24h,market_cap_usd,change_pct_24h
AAVE,aave,2024-01-05T02:02:00Z,63890.53853,65658.403763,60090.882261,66545.705014,595198239.878,1424273097279.676,22.192
DOT,polkadot,2024-01-07T18:12:00Z,30488.705646,29427.268804,30019.248028,32044.764122,2920353379.155,60160522893.088,23.9421
DOGE,dogecoin,2024-01-06T04:04:00Z,22412.81749,20940.796642,20838.116831,22459.48161,1621042583.85,1875376307648.898,-2.8354
AAVE,aave,2024-01-03T13:58:00Z,32988.967434,32593.684896,31485.524157,36203.133625,3292795497.598,1931353281924.512,24.693
LINK,chainlink,2024-01-06T11:34:00Z,11511.068007,11477.763131,11031.927944,11759.697932,435565189.053,966975748953.348,12.5471
XRP,ripple,2024-01-02T02:55:00Z,45167.417024,47468.142623,43624.741715,47310.428172,4276392410.119,1153122062660.434,-21.2056
BTC,bitcoin,2024-01-02T05:22:00Z,75352.517411,72184.440156,69641.268119,77068.780202,3092320788.923,963917867842.881,-2.1183
LINK,chainlink,2024-01-03T00:17:00Z,42930.709222,40847.475225,39930.320829,45416.79967,176687846.228,846701869242.32,23.1717
XRP,ripple,2024-01-07T19:21:00Z,10036.406498,9846.515432,9840.866062,10817.967614,4505964572.551,920692189482.218,-18.6489
AAVE,aave,2024-01-05T21:16:00Z,75628.855768,74673.527499,72433.912771,77978.259604,3693222640.07,655933749016.937,0.1425
DOGE,dogecoin,2024-01-05T05:33:00Z,89366.275207,90245.878782,84516.74789,90228.460501,4745423418.243,1004905879107.167,22.924
BTC,bitcoin,2024-01-05T06:19:00Z,10459.322107,10093.960791,9683.403196,11021.97008,2498374970.847,89177375480.383,-23.6018
LINK,chainlink,2024-01-05T08:57:00Z,9420.008861,9345.70189,9129.799104,9730.417554,969848264.068,1541701072491.025,-17.9865
LINK,chainlink,2024-01-06T22:57:00Z,60252.451945,63423.943952,57219.120936,62438.76476,343478316.414,1123185806443.79,5.8223
ADA,cardano,2024-01-01T06:04:00Z,bad-price,17594.603752,17642.06274,18725.652495,3365110122.785,1131403288559.75,-24.6775
AAVE,aave,2024-01-06T06:59:00Z,91423.500346,94420.71728,87760.975,98106.462166,428014492.017,294010638114.664,12.5741
ADA,cardano,2024-01-07T01:32:00Z,61194.866438,64022.583524,58394.637164,63932.478972,4183385782.256,714897079679.904,15.3439
SOL,solana,2024-01-01T19:56:00Z,25851.001412,25666.21348,25379.478735,26909.701059,508134226.997,-469234.674169833,-9.3647
DOGE,dogecoin,2024-01-06T04:03:00Z,15868.927563,15838.822236,15067.110398,16045.930942,2657950420.373,879804214110.421,11.2607
,dogecoin,2024-01-01T01:41:00Z,89200.178965,89098.205843,80867.93626,93832.311825,1955437286.972,1686090755804.281,-6.46
BTC,bitcoin,2024-01-05T11:29:00Z,88462.128871,89736.357787,86455.450094,89652.001106,3808679855.516,672292448521.97,5.5904
ETH,ethereum,2024-01-05T04:47:00Z,38561.03542,38276.775397,36078.009812,39200.502468,788686190.972,1997304891478.74,-0.8519
SOL,solana,2024-01-04T06:31:00Z,86669.18524,90620.565895,85675.544628,93944.04694,4157785743.299,386750751727.201,12.0295
XRP,ripple,2024-01-03T22:14:00Z,26378.297142,27752.422522,25732.52311,28783.322035,1886955589.271,1570234924469.863,-14.4097
LTC,litecoin,2024-01-02T13:04:00Z,67011.541381,68969.375267,64253.96665,71517.234651,2556189622.445,874890028234.388,-18.6785
XRP,ripple,2024-01-01T05:12:00Z,NaN?,22842.820842,20892.4509,23708.965438,2594817403.292,1064252472798.758,12.7727
DOT,polkadot,2024-01-01T16:35:00Z,61798.436408,63954.115758,61047.371692,65585.361339,-29643.9175731897,1753882392039.126,-0.7907
DOGE,dogecoin,2024-01-06T04:11:00Z,28343.203308,26583.897339,27045.981947,28915.168383,3575877729.271,1189877194117.868,-4.5362
AAVE,aave,2024-01-04T11:41:00Z,63534.000564,62377.35038,63282.704799,69933.168114,2732210429.035,1789606868986.448,-20.5718
SOL,solana,2024-01-04T01:11:00Z,42031.820324,42995.506845,40955.103867,46068.436483,1589823388.036,374629654224.11,23.0943
ETH,ethereum,2024-01-02T16:28:00Z,12422.511699,13508.041764,12379.945496,13103.256805,1935229631.584,1795495404060.368,11.5966
LTC,litecoin,2024-01-02T08:09:00Z,18455.283143,17719.285316,16577.90408,18709.175371,463659235.055,395541059884.857,17.4009
XRP,ripple,2024-01-07T12:50:00Z,7777.136526,7463.556562,6956.3376,7803.063538,334493609.253,1292604767467.443,0.3617
LTC,litecoin,2024-01-03T01:36:00Z,76772.552416,79713.105854,74856.875795,78919.634869,2560282753.605,101229077724.059,14.3805
ADA,cardano,2024-01-02T05:16:00Z,97005.763163,89418.570917,89196.96005,100283.864269,1047183169.464,81412663520.099,-17.306
ADA,cardano,2024-01-03T20:30:00Z,57606.128114,60147.961973,54291.870736,59539.264102,4165688898.901,662165340624.497,-17.9829
DOGE,dogecoin,2024-01-02T11:16:00Z,14824.764619,15459.236083,13845.785124,16032.876006,2147499026.49,938355189153.925,19.3564
DOGE,dogecoin,2024-01-07T16:49:00Z,91537.76842,92138.578741,87321.644435,92802.17562,1982010551.205,1397743005695.492,18.9124
BTC,bitcoin,2024-01-04T14:14:00Z,20376.740214,20700.337637,19484.028106,20677.294311,1835380688.815,1631265057163.653,-13.7524
ADA,cardano,2024-01-02T21:31:00Z,25196.905949,24398.072277,24016.239443,26138.716681,4892402586.026,1441842367278.71,-22.4892
LINK,chainlink,2024-01-06T22:05:00Z,84164.753291,74768.423409,72411.277587,84439.45463,3243861507.152,88373528782.168,10.5233
DOGE,dogecoin,2024-01-04T21:37:00Z,92677.586412,90978.868747,91381.473689,95872.538834,2231332619.994,817136504442.978,-20.1477
ETH,ethereum,2024-01-04T23:53:00Z,67729.820791,65749.833057,63562.617431,68620.961049,552380253.622,1865426374746.956,12.1145
ADA,cardano,2024-01-07T14:03:00Z,63121.306768,57158.441286,57048.306523,64382.928234,430797838.816,1912642227937.112,4.091
LINK,chainlink,2024-01-01T12:50:00Z,36903.323902,36274.147997,38002.674708,33840.736903,2473793051.776,1610925172369.345,7.733
DOGE,dogecoin,2024-01-05T20:03:00Z,42465.345535,44326.50174,42386.583987,43850.277275,2201778150.239,360842214474.245,11.7502
LTC,litecoin,2024-01-07T04:17:00Z,26436.542322,27634.944742,26286.867871,28529.497111,4067342820.532,661126413206.457,-10.8494
DOT,polkadot,2024-01-02T09:29:00Z,21896.248246,21657.816299,20252.288341,21905.660371,612517395.903,1543567137867.001,-0.6486
ETH,ethereum,2024-01-01T21:54:00Z,55775.779456,54554.42154,53397.519601,59045.557133,1489651095.536,689093936673.567,-12.3053
XRP,ripple,2024-01-01T05:58:00Z,,34592.243748,33813.212896,34781.418726,3779989477.492,794605473331.509,11.9798
ETH,ethereum,2024-01-06T04:25:00Z,87418.681609,89409.356348,86825.800305,93505.091505,2368877695.085,1767800218816.177,9.5296
BTC,bitcoin,2024-01-03T13:44:00Z,92260.863751,87564.37632,83694.690239,92362.71322,1481416458.791,573372817241.801,-6.0994
SOL,solana,2024-01-05T19:41:00Z,35305.117997,35234.757641,33784.668027,35531.320201,161978180.066,1462230793485.503,-22.1886
SOL,solana,2024-01-04T22:19:00Z,3908.179606,4179.80513,3848.16622,4375.554213,636111617.225,592392226726.993,6.8835
LTC,litecoin,2024-01-04T23:11:00Z,7820.26911,7911.701889,7613.695133,8184.557023,467119899.247,1134446732163.487,13.9535
LTC,litecoin,2024-01-04T02:04:00Z,91440.92417,85196.499919,88410.780489,94459.36265,56294685.199,1734853400011.171,12.0827
LINK,chainlink,2024-01-05T17:23:00Z,42407.581824,43530.060632,39690.823455,44876.120385,1878610160.043,869441792829.712,-12.6409
AAVE,aave,2024-01-01T15:32:00Z,72980.358367,72941.068344,71985.871536,76390.869311,4040600778.287,233870640083.547,-18.189
LTC,litecoin,2024-01-02T14:46:00Z,31340.346621,32060.86812,31273.619292,34816.125539,3554385129.94,95431323729.643,-20.3118
LINK,chainlink,2024-01-01T03:38:00Z,39624.004787,37968.585317,37137.284482,40627.708012,4150120878.783,1021491832168.673,-1.0652
XRP,ripple,2024-01-05T14:55:00Z,22236.978988,22251.732006,20354.829433,22688.742225,1493907583.455,145781562452.127,-17.1153
BTC,bitcoin,2024-01-06T16:59:00Z,26861.387881,24368.09179,23977.020477,26885.491711,3155301500.158,827632876787.47,12.0087
DOT,polkadot,2024-01-04T01:45:00Z,15887.111764,17425.250194,15859.616768,17632.279048,2300600143.059,1053851878126.534,14.2488
DOT,polkadot,2024-01-04T11:52:00Z,55862.84853,53267.499803,54425.898805,57405.2358,3359892737.159,995197509920.546,-2.9296
DOT,polkadot,2024-01-05T18:52:00Z,88742.64929,88002.895699,82017.034702,93474.192971,2580802746.092,572620113619.969,15.6863
ETH,ethereum,2024-01-06T04:24:00Z,81689.04621,84708.591605,77657.942372,85151.07688,2530830247.299,1208773284114.811,-3.0148
BTC,bitcoin,2024-01-05T08:41:00Z,64133.415266,64276.733818,63167.435331,68725.656468,4490390656.705,1062155089936.791,5.2991
BTC,bitcoin,2024-01-07T04:40:00Z,81409.679236,79237.854682,78708.710308,81419.042085,415573880.323,1099766276744.051,-5.9472
AAVE,aave,2024-01-01T17:20:00Z,71486.200453,70854.640866,70471.644401,76268.077555,-29117.197931786046,538585563492.311,10.7663
ETH,ethereum,2024-01-04T19:05:00Z,9380.217897,9466.290883,8980.969621,10208.385775,1027078109.294,1951769332183.004,-1.4603
ETH,ethereum,2024-01-04T18:48:00Z,71591.266745,68882.671895,68300.674793,72362.766852,3196087709.485,831239733132.418,5.7767
SOL,solana,2024-01-03T11:25:00Z,86221.900784,84034.019053,79843.111759,89583.134742,116799356.851,1091664356819.276,0.381
DOGE,dogecoin,2024-01-04T15:32:00Z,35580.465902,37258.603826,34082.444425,38443.993757,1997118255.542,1885648695953.82,15.7747
AAVE,aave,2024-01-04T06:28:00Z,11660.722449,11321.090277,10585.665782,11971.990463,1696861726.785,333133484530.42,3.9953
XRP,ripple,2024-01-07T14:52:00Z,8739.324853,8884.593356,8240.19219,8958.347959,3638542838.974,556837375110.044,-2.3608
XRP,ripple,2024-01-02T08:53:00Z,50133.895566,48728.379454,46656.573557,51457.927013,4803078886.554,1992263389057.917,5.6296
SOL,solana,2024-01-05T22:41:00Z,71513.741061,69707.586134,66604.727908,73100.441241,1789650193.352,1224346088699.45,-3.5945
AAVE,aave,2024-01-05T15:08:00Z,42563.597849,44973.106043,42353.486478,46995.837097,2581268084.323,1012878558473.536,-22.3343
XRP,ripple,2024-01-03T17:09:00Z,31233.456555,31337.997034,30887.087223,33381.449665,3769282212.02,1332175740123.922,5.2076
AAVE,aave,2024-01-04T13:23:00Z,89861.40367,89082.096092,82890.974049,90713.35525,1386277307.365,1341202689522.621,16.963
LINK,chainlink,2024-01-02T17:51:00Z,66352.166127,65877.485034,66076.546845,70469.42076,1435368071.825,614938041382.037,-8.2532
ADA,cardano,2024-01-05T16:54:00Z,90081.578061,91482.236776,90008.514282,97123.293005,2000045349.198,1929193507997.715,-4.0601
AAVE,aave,2024-01-03T14:24:00Z,43261.774213,40668.346428,39490.645792,43896.312281,1225024448.195,707127394551.822,13.72
ADA,cardano,2024-01-02T06:14:00Z,25819.470606,26044.966932,24736.54872,26547.359258,2165798311.853,558720491672.333,4.1586
BTC,bitcoin,2024-01-02T08:01:00Z,4213.219656,3998.329653,4076.327704,4371.128561,2130938512.277,1348480717590.815,-7.867
ETH,ethereum,2024-01-01T08:04:00Z,26848.292884,26683.435444,25852.94867,27793.089035,2811642789.802,254133496110.259,12.8194
DOGE,dogecoin,2024-01-05T11:42:00Z,44577.923178,43006.212356,43388.921662,47260.25888,3947859510.939,1701615616983.322,-5.8965
ADA,cardano,2024-01-06T07:29:00Z,37.66086,37.043024,36.007136,38.682136,2798019780.322,818203677492.286,8.3962
SOL,solana,2024-01-03T17:51:00Z,83804.227138,87540.824538,80148.518939,85724.826579,4589964800.921,1888614001192.269,-2.2569
DOGE,dogecoin,2024-01-02T00:08:00Z,69689.6541405,44599.923776,40512.73438,46459.769427,938404513.963,1608329429097.725,-22.7576
ADA,cardano,2024-01-03T16:41:00Z,94497.645509,91896.652344,93072.713435,96022.676372,2984673076.078,1570310807375.429,-24.1369
LINK,chainlink,2024-01-05T14:41:00Z,83404.233571,82058.426276,76245.302516,84479.104545,2294480585.314,1252603568597.572,-16.3555
BTC,bitcoin,2024-01-07T06:15:00Z,23329.878654,23971.039315,22964.878517,25118.720346,2751626729.271,463860898063.909,-14.7721
BTC,bitcoin,2024-01-07T09:47:00Z,66987.574797,70162.814076,65043.240248,68821.490066,932222369.812,1415602865233.089,-7.3456
BTC,bitcoin,2024-01-02T02:22:00Z,5940.094024,5847.276447,5925.179371,6436.851393,1843658150.678,1920053008406.307,-23.6735
ETH,ethereum,2024-01-02T04:17:00Z,27460.401905,28725.468276,26678.921387,29361.475335,1799787191.681,656309206376.569,16.4592
LTC,litecoin,2024-01-05T16:10:00Z,90727.929572,94600.793998,88749.557852,97541.321672,2940577110.653,374393470844.845,18.6734
ADA,cardano,2024-01-06T01:50:00Z,49690.529865,48263.057375,46642.913505,50281.002349,27768146.617,1384878714871.085,9.7161
LINK,chainlink,2024-01-01T07:01:00Z,42508.106329,41837.81465,40268.711443,44623.378432,1455064638.212,69280577672.466,23.3648
DOT,polkadot,2024-01-03T21:30:00Z,27090.142448,27952.106538,26258.884969,28891.660519,2387823825.236,1349517291327.973,18.9904
ETH,ethereum,2024-01-07T09:41:00Z,81405.64906,79955.399952,75558.711457,81887.325745,2936077775.029,840006480079.934,-6.5512
BTC,bitcoin,2024-01-05T11:49:00Z,43880.634693,45243.421189,41759.578953,46177.0337,4795406518.673,514562721601.134,11.3397
BTC,bitcoin,2024-01-05T20:16:00Z,74227.055261,75687.11691,71957.252188,80088.490717,4751946700.318,483778227343.804,20.4627
SOL,solana,2024-01-02T18:15:00Z,65138.884434,63115.704981,59658.048554,68407.458652,1953503058.766,1369655875847.271,-7.2045
SOL,solana,2024-01-03T12:24:00Z,56183.740782,56249.086535,51553.850675,57628.288628,434790617.234,497254364666.194,1.6153
DOGE,dogecoin,2024-01-06T18:05:00Z,82207.278197,85583.531317,81358.362715,90819.655967,4056934318.745,911700798357.467,3.0055
XRP,ripple,2024-01-02T20:19:00Z,38240.442423,38582.66493,36695.56204,38444.641537,666781289.019,281045861694.586,8.8826
BTC,bitcoin,2024-01-06T03:08:00Z,47275.04001,51351.135468,47019.888712,53580.46866,1155392051.243,1021600451773.228,4.0758
XRP,ripple,2024-01-01T04:17:00Z,NaN?,372.671059,338.45175,374.33949,781256145.391,1356637866873.621,-5.9973
XRP,ripple,2024-01-06T00:23:00Z,29204.821945,30574.087247,28421.858198,31436.056318,616635426.751,1942143207543.774,12.2211
DOT,polkadot,2024-01-03T23:07:00Z,87611.055079,88359.724509,79871.819685,89921.361353,3483569346.208,443747020658.509,21.8361
XRP,ripple,2024-01-02T15:06:00Z,27131.353492,26459.97137,25711.810392,27661.083042,1802999586.021,1970119338444.869,8.421
AAVE,aave,2024-01-02T11:36:00Z,49989.438946,49233.060138,46940.86943,52707.943148,2626055576.856,541333475305.201,-4.8682
LINK,chainlink,2024-01-01T20:11:00Z,28934.57678,31998.102694,28088.144437,31363.325728,4357429181.157,-328920.1435391372,3.2482
XRP,ripple,2024-01-07T02:17:00Z,92308.733945,89447.724586,85188.114023,93720.636795,2334431580.435,1891293589758.495,-15.0692
ADA,cardano,2024-01-05T15:02:00Z,36790.768459,35422.347148,35203.121441,38077.996541,4106078859.508,275231433434.981,-2.9141
BTC,bitcoin,2024-01-02T14:37:00Z,78135.273302,86604.178633,76711.21824,85368.816629,2297182744.174,1131612813365.4,23.9179
ADA,cardano,2024-01-07T19:14:00Z,9142.353205,9028.455222,8314.323933,9159.498381,556245947.652,1026328675652.199,-10.2312
DOGE,dogecoin,2024-01-03T21:07:00Z,42830.305927,44795.205085,42530.460362,45741.408069,1945319495.397,1897988133787.479,20.6035
ETH,ethereum,2024-01-02T16:26:00Z,18775.113057,17959.094275,17030.327186,18908.305405,3222530739.859,150879624617.112,-11.7079
DOT,polkadot,2024-01-03T07:47:00Z,73859.560951,73799.112504,71881.018612,83170.05833,266219187.144,799505341653.109,-9.027
XRP,ripple,2024-01-06T07:04:00Z,13971.589923,14118.626279,13382.562896,14381.48858,2137475561.368,1651865581219.977,18.2089
DOGE,dogecoin,2024-01-03T13:37:00Z,59024.155433,63123.92518,58569.137463,65162.527289,1671705151.982,291307049982.705,-8.2916
ETH,ethereum,2024-01-01T19:49:00Z,76518.390693,76934.6138,73689.324882,81085.797801,99359176.972,-553222.6804592634,24.6281
SOL,solana,2024-01-03T14:06:00Z,15863.366543,15281.470576,14425.38425,16464.948077,116610670.741,1318873518454.181,8.9375
LINK,chainlink,2024-01-04T23:38:00Z,5400.351997,5594.666105,5117.33586,5617.299171,1822975199.431,112200503786.375,-20.2584
LINK,chainlink,2024-01-06T15:14:00Z,85179.690401,80349.33657,78284.233303,85608.343904,2840868851.174,287524283915.265,20.9825
ETH,ethereum,2024-01-04T04:14:00Z,72384.103212,72095.713008,66122.804985,72418.558763,1950712641.391,1937683861694.538,-14.8655
DOGE,dogecoin,2024-01-05T21:53:00Z,6806.783083,7169.064437,6789.760986,7315.65489,3785615521.449,1008655340990.242,3.0753
LTC,litecoin,2024-01-05T13:25:00Z,49064.103216,53505.047424,48773.387839,53200.118527,4563473079.657,568232341559.94,-17.0549
SOL,solana,2024-01-01T19:07:00Z,78434.638453,77375.161423,76194.278733,83166.265452,3435692410.346,783427787554.826,4.8995
DOGE,dogecoin,2024-01-06T15:19:00Z,45191.18881,45552.295774,44665.909637,47632.290983,4397496678.141,1820325239280.834,17.7058
AAVE,aave,2024-01-06T17:00:00Z,29727.126082,30293.685911,27434.783479,30211.354758,1113644951.012,1125936847683.216,-16.3696
ADA,cardano,2024-01-03T00:25:00Z,78623.657267,73531.829713,71882.539105,79405.021139,1119349561.871,1356179130081.979,3.5836
DOT,polkadot,2024-01-04T04:43:00Z,65771.678159,64217.910922,64722.655389,68845.047039,2059293495.528,974083064120.499,9.49
SOL,solana,2024-01-07T13:16:00Z,56166.518666,53109.550827,52824.185669,56216.796183,576208768.986,1850895437625.024,23.4126
LINK,chainlink,2024-01-06T17:37:00Z,68627.603829,68310.537726,63680.497956,70607.151979,1466034353.404,469507049721.679,7.5314
LINK,chainlink,2024-01-06T15:06:00Z,64396.224873,67247.296601,60049.933432,67200.844417,4464670304.262,1773726444657.767,0.2258
BTC,bitcoin,2024-01-05T06:05:00Z,19163.80505,19505.745782,18966.704748,20442.757156,1182671382.028,246425478908.983,-11.0306
DOGE,dogecoin,2024-01-07T20:53:00Z,235.574299,247.414434,219.227083,247.064307,3016393222.616,1736764905135.113,22.3905
SOL,solana,2024-01-06T05:24:00Z,49481.967466,50561.085322,49235.939017,52787.128328,4477546657.894,646733039270.489,-8.7975
XRP,ripple,2024-01-03T22:39:00Z,72644.37059,69319.639214,69551.544719,74099.9915,810225017.917,318510268056.148,-1.8392
ADA,cardano,2024-01-07T08:24:00Z,88200.913583,90182.098173,87464.666837,99953.385253,1140040721.119,1008745819453.644,-12.1721
LTC,litecoin,2024-01-05T22:17:00Z,90723.264833,89132.386769,81677.827499,91339.032593,1096009846.638,1840460605761.138,4.5833
LTC,litecoin,2024-01-07T14:31:00Z,44831.070366,45424.478244,44268.137307,48497.688433,3637372674.292,1811197748606.066,11.5486
DOT,polkadot,2024-01-04T16:14:00Z,73862.334502,66924.417046,68405.450404,75390.672187,1142592892.176,658882398153.812,-4.1411
,ripple,2024-01-01T00:00:00Z,82541.44838,91120.80536,80115.92683,87730.940098,983163380.084,997449256393.113,2.5722
ETH,ethereum,2024-01-06T07:54:00Z,7029.590001,7309.666082,6878.514751,7354.917672,3695931259.017,1864176876950.426,-17.7081
DOT,polkadot,2024-01-03T02:53:00Z,60529.823626,58279.82241,57402.745406,64948.012196,778501809.471,662455723525.478,22.767
LTC,litecoin,2024-01-05T12:11:00Z,79981.07484,81080.466645,77070.737293,83742.049049,4430669185.814,997377080058.531,-13.6933
ADA,cardano,2024-01-07T01:16:00Z,82.986176,81.881597,79.022646,85.392013,3488504223.395,291903814584.75,-12.1993
LINK,chainlink,2024-01-05T22:40:00Z,81771.573613,82243.366101,76789.338901,84630.089927,480775342.532,789651479721.667,-5.0843
LTC,litecoin,2024-01-03T21:55:00Z,27603.130715,27738.585512,26890.292493,31017.193235,3352000072.802,92856124247.165,-9.9925
LINK,chainlink,2024-01-07T17:54:00Z,15062.651081,15157.452974,14019.291214,15190.432371,2238894038.897,1650689439220.06,-23.893
AAVE,aave,2024-01-05T19:27:00Z,25623.596665,25457.195132,25225.979948,26491.461747,4046299198.189,1055479358585.343,8.535
DOT,polkadot,2024-01-06T14:32:00Z,89584.191368,86262.386302,88685.428895,96002.792355,1655130497.828,1621711367873.116,-4.9923
LINK,chainlink,2024-01-03T02:52:00Z,1041.330562,1001.830825,997.297906,1075.786696,4572448519.156,1761127391176.485,-23.5976
ADA,cardano,2024-01-02T21:54:00Z,41829.814327,39692.313434,40501.261126,44645.322017,3679088216.312,1181643455279.029,-20.2541
LINK,chainlink,2024-01-03T16:19:00Z,6313.590056,5902.594653,5968.174775,6452.596221,3291487289.639,79185830048.137,0.6641
,cardano,2024-01-01T00:01:00Z,58228.789918,56437.35181,55397.256946,61455.576536,4455007233.509,1451246615399.68,5.1521
,chainlink,2024-01-01T00:31:00Z,20274.303312,18751.66936,19108.881411,20661.11394,348368272.363,629574608343.91,-14.4639
ETH,ethereum,2024-01-04T01:51:00Z,77099.478127,77840.589922,76158.73774,84912.898678,4639303215.65,251713811094.379,4.8428
ETH,ethereum,2024-01-07T06:54:00Z,41338.014489,43397.313882,40891.288171,43185.058801,4205493335.588,1182068785267.943,-5.871
LINK,chainlink,2024-01-01T18:07:00Z,92026.742451,97213.769314,87726.890475,98623.716962,-729.7002886375373,1282485110295.001,-15.58
AAVE,aave,2024-01-02T14:44:00Z,43507.600894,44245.018884,43065.791346,47889.617727,3848620676.508,610332818130.444,11.3241
AAVE,aave,2024-01-06T01:18:00Z,18821.909738,18895.378118,18721.048183,20756.908414,4331341889.082,1306921292054.351,-1.9124
LTC,litecoin,2024-01-02T14:43:00Z,42095.311424,43654.600106,41010.671078,45990.340905,4196103586.345,946936704457.801,-16.503
DOT,polkadot,2024-01-05T19:19:00Z,74206.830186,72447.816864,69652.645945,74662.73662,2245426493.36,508931951796.327,-21.2736
DOGE,dogecoin,2024-01-02T17:30:00Z,20757.077006,20904.494263,19919.238143,21575.90327,4537264008.056,1586853674801.974,17.9979
SOL,solana,2024-01-03T12:15:00Z,61695.070533,64383.112714,59167.116217,68601.255859,316632919.488,1065656321416.473,-0.4309
BTC,bitcoin,2024-01-05T14:45:00Z,58043.809081,57741.050365,56975.50448,61998.850204,1574864644.969,751018850527.538,7.8794
AAVE,aave,2024-01-03T04:56:00Z,8500.64574,8716.811931,8451.362191,9143.086448,4418286135.499,1142727464644.911,3.9642
XRP,ripple,2024-01-03T20:32:00Z,44280.011079,46880.454348,42170.411346,48020.882433,4850182476.752,492134229442.938,-12.0298
ADA,cardano,2024-01-04T07:33:00Z,46849.553869,46772.503393,45709.391875,49610.495344,1102123259.766,88259888688.106,3.1553
LINK,chainlink,2024-01-01T14:31:00Z,54574.318061,51459.999132,54704.023373,47900.231836,2096085595.172,1606782302862.284,7.2842
SOL,solana,2024-01-01T21:29:00Z,80185.078726,82108.137109,79444.200857,83572.350019,249938581.249,-641502.8089337726,11.0055
SOL,solana,2024-01-01T03:10:00Z,41483.300033,40735.669067,38476.922868,41851.28102,1507253572.488,958821613305.478,-18.9883
SOL,solana,2024-01-03T06:13:00Z,69501.043873,71133.03966,64927.966938,71793.365636,1967982059.444,375041529152.804,2.4921
BTC,bitcoin,2024-01-07T17:07:00Z,32809.755139,29675.864031,28588.636761,32973.480899,4721649922.991,994291950446.725,9.5883
BTC,bitcoin,2024-01-03T02:25:00Z,39622.45943,39381.321322,39096.160264,41534.630943,2848363702.802,1433588030022.665,8.0178
LTC,litecoin,2024-01-04T12:01:00Z,74968.944261,79584.809588,74846.897188,82561.613025,4775144533.127,598112907017.448,3.1864
BTC,bitcoin,2024-01-06T02:02:00Z,43657.473587,43522.958224,42839.555855,46784.965069,1827104802.267,1290967256073.535,7.2232
BTC,bitcoin,2024-01-05T17:36:00Z,33341.622043,33835.618497,31892.799801,35077.67436,2223041728.881,1308247379190.37,4.8575
SOL,solana,2024-01-02T03:11:00Z,24803.492263,24238.363057,23505.143744,25991.133421,63593912.748,1464737498113.786,-16.9369
ADA,cardano,2024-01-06T22:27:00Z,56653.67022,56334.720546,56227.843022,62904.87839,424629666.644,1752136490826.247,4.5472
DOGE,dogecoin,2024-01-06T13:30:00Z,7297.328038,7213.587407,6879.953348,7487.206448,933269197.964,127397102572.99,-20.4278
SOL,solana,2024-01-03T15:54:00Z,70375.520477,75589.697377,69932.225798,78367.995841,4331459928.825,970656171402.601,-9.9856
AAVE,aave,2024-01-06T22:20:00Z,73451.341534,77006.99256,70706.187181,80663.629831,3586845313.825,1909410475475.939,5.9395
ETH,ethereum,2024-01-02T18:30:00Z,51476.596874,51379.141583,48165.589923,52348.803924,1574037346.978,1144840863413.127,-2.5822
LTC,litecoin,2024-01-01T14:15:00Z,76669.814082,80562.263172,83883.770431,72883.966013,3136967801.033,1641781286430.473,-20.3748
LTC,litecoin,2024-01-06T12:25:00Z,85803.631745,94410.457539,84967.995341,96491.885633,4393908541.272,183742730426.724,-15.4457
ETH,ethereum,2024-01-01T03:30:00Z,24273.520966,23073.965579,22261.580496,24635.41218,3741806417.359,612776771857.703,-16.7792
DOGE,dogecoin,2024-01-05T21:04:00Z,38097.394677,36143.143874,34925.735468,38433.290659,770551419.494,1327724118769.275,-4.0005
LTC,litecoin,2024-01-02T14:54:00Z,45401.007318,46558.272186,42150.143381,46388.531655,2786726600.586,1200399822437.012,17.6465
XRP,ripple,2024-01-02T15:57:00Z,30266.561286,29185.716051,29560.770463,30584.034398,1674602729.262,218532567375.221,-19.9233
LINK,chainlink,2024-01-05T23:33:00Z,88739.590976,89380.622646,80333.393078,91153.656516,1289248260.665,1237434774687.176,-23.3852
DOGE,dogecoin,2024-01-02T00:33:00Z,71335.7371365,45137.34985,44436.983716,47557.158091,2896368273.466,1397459616401.477,-18.6354
BTC,bitcoin,2024-01-03T11:23:00Z,92194.371326,89611.660442,91803.006308,98569.008871,1582050996.005,1847813850418.659,17.3547
LTC,litecoin,2024-01-04T05:59:00Z,38714.075387,39230.343731,35717.502182,39184.129095,1045445801.223,402823075537.177,-21.3915
LTC,litecoin,2024-01-02T22:07:00Z,47266.939027,47097.702075,44836.063455,48545.612004,146025153.692,509120012011.232,-11.3312
LTC,litecoin,2024-01-02T18:53:00Z,54082.539523,52923.560445,49734.922612,54694.677134,4222981142.308,1422472657395.688,-7.5884
LTC,litecoin,2024-01-07T08:02:00Z,81673.202632,82357.10965,76351.307909,82872.763216,3164511409.239,1044437764697.845,-20.8733
AAVE,aave,2024-01-03T15:26:00Z,89690.102721,84729.667551,83232.325452,89941.312643,329615479.021,838373514062.901,16.5365
DOT,polkadot,2024-01-03T14:30:00Z,43972.721515,42352.401307,40863.92127,44305.056008,2110707116.358,1251848904395.489,-2.6656
LINK,chainlink,2024-01-04T04:20:00Z,12905.938551,12268.669942,12485.842322,13406.79082,4528416903.292,341294674262.782,3.3016
ETH,ethereum,2024-01-07T12:33:00Z,41823.174562,42133.830605,41809.076178,44873.31919,2866445480.948,1349586563603.981,18.9162
